Question	Question Category	Continent	Urban / Rural	Education	D_INTERVIEW
Q199	Political Interest and Political Participation	Oceania	Urban	Tertiary	36070222
Q199	Political Interest and Political Participation	Oceania	Urban	Tertiary	36071536
Q199	Political Interest and Political Participation	Oceania	Urban	Tertiary	36071190
Q199	Political Interest and Political Participation	Oceania	Urban	Tertiary	36070714
Q199	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070992
Q199	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070619
Q199	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070959
Q199	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	36071727
Q199	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	36071701
Q199	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36070721
Q199	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36071579
Q199	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36070204
Q199	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36070463
Q199	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36071088
Q199	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071281
Q199	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071165
Q199	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071781
Q199	Political Interest and Political Participation	Oceania	Rural	Tertiary	36070870
Q199	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071623
Q200	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	344071444
Q200	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	792070188
Q200	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	158070172
Q200	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	156071123
Q200	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	764070167
Q200	Political Interest and Political Participation	Asia	Urban	Primary or No Education	792071329
Q200	Political Interest and Political Participation	Asia	Urban	Primary or No Education	446070584
Q200	Political Interest and Political Participation	Asia	Urban	Primary or No Education	392071347
Q200	Political Interest and Political Participation	Asia	Urban	Primary or No Education	156070766
Q200	Political Interest and Political Participation	Asia	Urban	Primary or No Education	496071397
Q200	Political Interest and Political Participation	Asia	Urban	Tertiary	364071697
Q200	Political Interest and Political Participation	Asia	Urban	Tertiary	158070026
Q200	Political Interest and Political Participation	Asia	Urban	Tertiary	702070518
Q200	Political Interest and Political Participation	Asia	Urban	Tertiary	704070266
Q200	Political Interest and Political Participation	Asia	Urban	Tertiary	156070994
Q200	Political Interest and Political Participation	Asia	Urban	Lower Secondary	458070697
Q200	Political Interest and Political Participation	Asia	Urban	Lower Secondary	496070705
Q200	Political Interest and Political Participation	Asia	Urban	Lower Secondary	446070157
Q200	Political Interest and Political Participation	Asia	Urban	Lower Secondary	368070093
Q200	Political Interest and Political Participation	Asia	Urban	Lower Secondary	458070590
Q200	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	417070796
Q200	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	392071240
Q200	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	398070900
Q200	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	462070327
Q200	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	364071993
Q200	Political Interest and Political Participation	Asia	Rural	Primary or No Education	360072006
Q200	Political Interest and Political Participation	Asia	Rural	Primary or No Education	608070917
Q200	Political Interest and Political Participation	Asia	Rural	Primary or No Education	792071740
Q200	Political Interest and Political Participation	Asia	Rural	Primary or No Education	360071416
Q200	Political Interest and Political Participation	Asia	Rural	Primary or No Education	360070809
Q200	Political Interest and Political Participation	Asia	Rural	Tertiary	368071170
Q200	Political Interest and Political Participation	Asia	Rural	Tertiary	104071010
Q200	Political Interest and Political Participation	Asia	Rural	Tertiary	360070271
Q200	Political Interest and Political Participation	Asia	Rural	Tertiary	762070251
Q200	Political Interest and Political Participation	Asia	Rural	Tertiary	156070732
Q200	Political Interest and Political Participation	Asia	Rural	Lower Secondary	462070507
Q200	Political Interest and Political Participation	Asia	Rural	Lower Secondary	156071771
Q200	Political Interest and Political Participation	Asia	Rural	Lower Secondary	764071057
Q200	Political Interest and Political Participation	Asia	Rural	Lower Secondary	50070708
Q200	Political Interest and Political Participation	Asia	Rural	Lower Secondary	586071435
Q200	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	51070601
Q200	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	51070715
Q200	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	276070646
Q200	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	643070561
Q200	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	196070042
Q200	Political Interest and Political Participation	Europe	Urban	Primary or No Education	300070973
Q200	Political Interest and Political Participation	Europe	Urban	Primary or No Education	703070965
Q200	Political Interest and Political Participation	Europe	Urban	Primary or No Education	642070591
Q200	Political Interest and Political Participation	Europe	Urban	Primary or No Education	300070790
Q200	Political Interest and Political Participation	Europe	Urban	Primary or No Education	642071224
Q200	Political Interest and Political Participation	Europe	Urban	Tertiary	300070383
Q200	Political Interest and Political Participation	Europe	Urban	Tertiary	20070647
Q200	Political Interest and Political Participation	Europe	Urban	Tertiary	703070725
Q200	Political Interest and Political Participation	Europe	Urban	Tertiary	642070132
Q200	Political Interest and Political Participation	Europe	Urban	Tertiary	826071698
Q200	Political Interest and Political Participation	Europe	Urban	Lower Secondary	688070280
Q200	Political Interest and Political Participation	Europe	Urban	Lower Secondary	300070013
Q200	Political Interest and Political Participation	Europe	Urban	Lower Secondary	826071891
Q200	Political Interest and Political Participation	Europe	Urban	Lower Secondary	804071227
Q200	Political Interest and Political Participation	Europe	Urban	Lower Secondary	203070482
Q200	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	688070347
Q200	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	528071032
Q200	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	688070615
Q200	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	203070516
Q200	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	643070897
Q200	Political Interest and Political Participation	Europe	Rural	Primary or No Education	51071216
Q200	Political Interest and Political Participation	Europe	Rural	Primary or No Education	642070393
Q200	Political Interest and Political Participation	Europe	Rural	Primary or No Education	643070626
Q200	Political Interest and Political Participation	Europe	Rural	Primary or No Education	196070168
Q200	Political Interest and Political Participation	Europe	Rural	Primary or No Education	642070946
Q200	Political Interest and Political Participation	Europe	Rural	Tertiary	826071632
Q200	Political Interest and Political Participation	Europe	Rural	Tertiary	826072313
Q200	Political Interest and Political Participation	Europe	Rural	Tertiary	826072488
Q200	Political Interest and Political Participation	Europe	Rural	Tertiary	528071543
Q200	Political Interest and Political Participation	Europe	Rural	Tertiary	196070868
Q200	Political Interest and Political Participation	Europe	Rural	Lower Secondary	804070731
Q200	Political Interest and Political Participation	Europe	Rural	Lower Secondary	826072505
Q200	Political Interest and Political Participation	Europe	Rural	Lower Secondary	703070367
Q200	Political Interest and Political Participation	Europe	Rural	Lower Secondary	703070559
Q200	Political Interest and Political Participation	Europe	Rural	Lower Secondary	826070045
Q200	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	68071394
Q200	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	76070771
Q200	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	170071626
Q200	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	218070428
Q200	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	604070854
Q200	Political Interest and Political Participation	South America	Urban	Primary or No Education	76070328
Q200	Political Interest and Political Participation	South America	Urban	Primary or No Education	68070994
Q200	Political Interest and Political Participation	South America	Urban	Primary or No Education	170072675
Q200	Political Interest and Political Participation	South America	Urban	Primary or No Education	862071074
Q200	Political Interest and Political Participation	South America	Urban	Primary or No Education	68071357
Q200	Political Interest and Political Participation	South America	Urban	Tertiary	862071131
Q200	Political Interest and Political Participation	South America	Urban	Tertiary	76070540
Q200	Political Interest and Political Participation	South America	Urban	Tertiary	68070916
Q200	Political Interest and Political Participation	South America	Urban	Tertiary	68070497
Q200	Political Interest and Political Participation	South America	Urban	Tertiary	68071089
Q200	Political Interest and Political Participation	South America	Urban	Lower Secondary	170074168
Q200	Political Interest and Political Participation	South America	Urban	Lower Secondary	218070472
Q200	Political Interest and Political Participation	South America	Urban	Lower Secondary	32070520
Q200	Political Interest and Political Participation	South America	Urban	Lower Secondary	170076843
Q200	Political Interest and Political Participation	South America	Urban	Lower Secondary	76070044
Q200	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	68071696
Q200	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	604070727
Q200	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	32070936
Q200	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	68070652
Q200	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	68071438
Q200	Political Interest and Political Participation	South America	Rural	Primary or No Education	604070483
Q200	Political Interest and Political Participation	South America	Rural	Primary or No Education	76071392
Q200	Political Interest and Political Participation	South America	Rural	Primary or No Education	68071796
Q200	Political Interest and Political Participation	South America	Rural	Primary or No Education	170071547
Q200	Political Interest and Political Participation	South America	Rural	Primary or No Education	170077238
Q200	Political Interest and Political Participation	South America	Rural	Tertiary	68071724
Q200	Political Interest and Political Participation	South America	Rural	Tertiary	604070681
Q200	Political Interest and Political Participation	South America	Rural	Tertiary	76070256
Q200	Political Interest and Political Participation	South America	Rural	Tertiary	170075700
Q200	Political Interest and Political Participation	South America	Rural	Tertiary	170075529
Q200	Political Interest and Political Participation	South America	Rural	Lower Secondary	68070360
Q200	Political Interest and Political Participation	South America	Rural	Lower Secondary	170075524
Q200	Political Interest and Political Participation	South America	Rural	Lower Secondary	604071011
Q200	Political Interest and Political Participation	South America	Rural	Lower Secondary	68071414
Q200	Political Interest and Political Participation	South America	Rural	Lower Secondary	152070844
Q200	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	788071144
Q200	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	434070260
Q200	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	716070046
Q200	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	434070742
Q200	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	434070124
Q200	Political Interest and Political Participation	Africa	Urban	Primary or No Education	231071213
Q200	Political Interest and Political Participation	Africa	Urban	Primary or No Education	788070308
Q200	Political Interest and Political Participation	Africa	Urban	Primary or No Education	566070595
Q200	Political Interest and Political Participation	Africa	Urban	Primary or No Education	504070422
Q200	Political Interest and Political Participation	Africa	Urban	Primary or No Education	716070136
Q200	Political Interest and Political Participation	Africa	Urban	Tertiary	434070485
Q200	Political Interest and Political Participation	Africa	Urban	Tertiary	504070250
Q200	Political Interest and Political Participation	Africa	Urban	Tertiary	404070061
Q200	Political Interest and Political Participation	Africa	Urban	Tertiary	434070999
Q200	Political Interest and Political Participation	Africa	Urban	Tertiary	788070556
Q200	Political Interest and Political Participation	Africa	Urban	Lower Secondary	404070775
Q200	Political Interest and Political Participation	Africa	Urban	Lower Secondary	504070871
Q200	Political Interest and Political Participation	Africa	Urban	Lower Secondary	504070221
Q200	Political Interest and Political Participation	Africa	Urban	Lower Secondary	504070325
Q200	Political Interest and Political Participation	Africa	Urban	Lower Secondary	566070928
Q200	Political Interest and Political Participation	Africa	Rural	Upper to Post Secondary	818071003
Q200	Political Interest and Political Participation	Africa	Rural	Upper to Post Secondary	818071125
Q200	Political Interest and Political Participation	Africa	Rural	Upper to Post Secondary	716070466
Q200	Political Interest and Political Participation	Africa	Rural	Upper to Post Secondary	231070189
Q200	Political Interest and Political Participation	Africa	Rural	Upper to Post Secondary	788070383
Q200	Political Interest and Political Participation	Africa	Rural	Primary or No Education	404071046
Q200	Political Interest and Political Participation	Africa	Rural	Primary or No Education	404070608
Q200	Political Interest and Political Participation	Africa	Rural	Primary or No Education	788071160
Q200	Political Interest and Political Participation	Africa	Rural	Primary or No Education	716070692
Q200	Political Interest and Political Participation	Africa	Rural	Primary or No Education	231070970
Q200	Political Interest and Political Participation	Africa	Rural	Tertiary	788071039
Q200	Political Interest and Political Participation	Africa	Rural	Tertiary	231070257
Q200	Political Interest and Political Participation	Africa	Rural	Tertiary	504070259
Q200	Political Interest and Political Participation	Africa	Rural	Tertiary	434070056
Q200	Political Interest and Political Participation	Africa	Rural	Tertiary	434070439
Q200	Political Interest and Political Participation	Africa	Rural	Lower Secondary	566070801
Q200	Political Interest and Political Participation	Africa	Rural	Lower Secondary	788070405
Q200	Political Interest and Political Participation	Africa	Rural	Lower Secondary	566070959
Q200	Political Interest and Political Participation	Africa	Rural	Lower Secondary	716070536
Q200	Political Interest and Political Participation	Africa	Rural	Lower Secondary	404070663
Q200	Political Interest and Political Participation	North America	Urban	Upper to Post Secondary	484071448
Q200	Political Interest and Political Participation	North America	Urban	Upper to Post Secondary	484070376
Q200	Political Interest and Political Participation	North America	Urban	Upper to Post Secondary	124071165
Q200	Political Interest and Political Participation	North America	Urban	Upper to Post Secondary	558070558
Q200	Political Interest and Political Participation	North America	Urban	Upper to Post Secondary	840071494
Q200	Political Interest and Political Participation	North America	Urban	Primary or No Education	320070752
Q200	Political Interest and Political Participation	North America	Urban	Primary or No Education	558070005
Q200	Political Interest and Political Participation	North America	Urban	Primary or No Education	484071174
Q200	Political Interest and Political Participation	North America	Urban	Primary or No Education	630070989
Q200	Political Interest and Political Participation	North America	Urban	Primary or No Education	484071255
Q200	Political Interest and Political Participation	North America	Urban	Tertiary	124071848
Q200	Political Interest and Political Participation	North America	Urban	Tertiary	320071024
Q200	Political Interest and Political Participation	North America	Urban	Tertiary	840073398
Q200	Political Interest and Political Participation	North America	Urban	Tertiary	124071403
Q200	Political Interest and Political Participation	North America	Urban	Tertiary	840071654
Q200	Political Interest and Political Participation	North America	Urban	Lower Secondary	558070537
Q200	Political Interest and Political Participation	North America	Urban	Lower Secondary	630071087
Q200	Political Interest and Political Participation	North America	Urban	Lower Secondary	558071108
Q200	Political Interest and Political Participation	North America	Urban	Lower Secondary	558071054
Q200	Political Interest and Political Participation	North America	Urban	Lower Secondary	840072419
Q200	Political Interest and Political Participation	North America	Rural	Upper to Post Secondary	558070996
Q200	Political Interest and Political Participation	North America	Rural	Upper to Post Secondary	124074593
Q200	Political Interest and Political Participation	North America	Rural	Upper to Post Secondary	124070527
Q200	Political Interest and Political Participation	North America	Rural	Upper to Post Secondary	558070627
Q200	Political Interest and Political Participation	North America	Rural	Upper to Post Secondary	124076067
Q200	Political Interest and Political Participation	North America	Rural	Primary or No Education	320070164
Q200	Political Interest and Political Participation	North America	Rural	Primary or No Education	558071014
Q200	Political Interest and Political Participation	North America	Rural	Primary or No Education	484071231
Q200	Political Interest and Political Participation	North America	Rural	Primary or No Education	320071181
Q200	Political Interest and Political Participation	North America	Rural	Primary or No Education	558071153
Q200	Political Interest and Political Participation	North America	Rural	Tertiary	124072474
Q200	Political Interest and Political Participation	North America	Rural	Tertiary	124072140
Q200	Political Interest and Political Participation	North America	Rural	Tertiary	630070871
Q200	Political Interest and Political Participation	North America	Rural	Tertiary	558070906
Q200	Political Interest and Political Participation	North America	Rural	Tertiary	124071464
Q200	Political Interest and Political Participation	North America	Rural	Lower Secondary	558070895
Q200	Political Interest and Political Participation	North America	Rural	Lower Secondary	124073609
Q200	Political Interest and Political Participation	North America	Rural	Lower Secondary	558071035
Q200	Political Interest and Political Participation	North America	Rural	Lower Secondary	124073640
Q200	Political Interest and Political Participation	North America	Rural	Lower Secondary	840072054
Q200	Political Interest and Political Participation	Oceania	Urban	Upper to Post Secondary	36070886
Q200	Political Interest and Political Participation	Oceania	Urban	Upper to Post Secondary	554070501
Q200	Political Interest and Political Participation	Oceania	Urban	Upper to Post Secondary	554070452
Q200	Political Interest and Political Participation	Oceania	Urban	Upper to Post Secondary	36070853
Q200	Political Interest and Political Participation	Oceania	Urban	Upper to Post Secondary	554070555
Q200	Political Interest and Political Participation	Oceania	Urban	Primary or No Education	36071455
Q200	Political Interest and Political Participation	Oceania	Urban	Primary or No Education	554070861
Q200	Political Interest and Political Participation	Oceania	Urban	Primary or No Education	36070409
Q200	Political Interest and Political Participation	Oceania	Urban	Primary or No Education	36070923
Q200	Political Interest and Political Participation	Oceania	Urban	Primary or No Education	554070083
Q200	Political Interest and Political Participation	Oceania	Urban	Tertiary	36071489
Q200	Political Interest and Political Participation	Oceania	Urban	Tertiary	554071042
Q200	Political Interest and Political Participation	Oceania	Urban	Tertiary	554070578
Q200	Political Interest and Political Participation	Oceania	Urban	Tertiary	554070876
Q200	Political Interest and Political Participation	Oceania	Urban	Tertiary	554070249
Q200	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070030
Q200	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070334
Q200	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070895
Q200	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	554070633
Q200	Political Interest and Political Participation	Oceania	Urban	Lower Secondary	36071720
Q200	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36070204
Q200	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36071374
Q200	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36071377
Q200	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	36070463
Q200	Political Interest and Political Participation	Oceania	Rural	Upper to Post Secondary	554070073
Q200	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071022
Q200	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071781
Q200	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071799
Q200	Political Interest and Political Participation	Oceania	Rural	Tertiary	36071797
Q200	Political Interest and Political Participation	Oceania	Rural	Tertiary	554070036
Q201	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	360070665
Q201	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	762070815
Q201	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	344070386
Q201	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	344071521
Q201	Political Interest and Political Participation	Asia	Urban	Upper to Post Secondary	360072982
Q201	Political Interest and Political Participation	Asia	Urban	Primary or No Education	50070350
Q201	Political Interest and Political Participation	Asia	Urban	Primary or No Education	344070274
Q201	Political Interest and Political Participation	Asia	Urban	Primary or No Education	400070043
Q201	Political Interest and Political Participation	Asia	Urban	Primary or No Education	608070162
Q201	Political Interest and Political Participation	Asia	Urban	Primary or No Education	702070662
Q201	Political Interest and Political Participation	Asia	Urban	Tertiary	702070851
Q201	Political Interest and Political Participation	Asia	Urban	Tertiary	398070810
Q201	Political Interest and Political Participation	Asia	Urban	Tertiary	158071154
Q201	Political Interest and Political Participation	Asia	Urban	Tertiary	344071873
Q201	Political Interest and Political Participation	Asia	Urban	Tertiary	496070290
Q201	Political Interest and Political Participation	Asia	Urban	Lower Secondary	360071346
Q201	Political Interest and Political Participation	Asia	Urban	Lower Secondary	392070004
Q201	Political Interest and Political Participation	Asia	Urban	Lower Secondary	608070820
Q201	Political Interest and Political Participation	Asia	Urban	Lower Secondary	156070940
Q201	Political Interest and Political Participation	Asia	Urban	Lower Secondary	422070937
Q201	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	392071289
Q201	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	158071008
Q201	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	792070772
Q201	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	398070092
Q201	Political Interest and Political Participation	Asia	Rural	Upper to Post Secondary	417070022
Q201	Political Interest and Political Participation	Asia	Rural	Primary or No Education	360070620
Q201	Political Interest and Political Participation	Asia	Rural	Primary or No Education	764071175
Q201	Political Interest and Political Participation	Asia	Rural	Primary or No Education	104070746
Q201	Political Interest and Political Participation	Asia	Rural	Primary or No Education	792071937
Q201	Political Interest and Political Participation	Asia	Rural	Primary or No Education	360072132
Q201	Political Interest and Political Participation	Asia	Rural	Tertiary	792070404
Q201	Political Interest and Political Participation	Asia	Rural	Tertiary	360072082
Q201	Political Interest and Political Participation	Asia	Rural	Tertiary	104071144
Q201	Political Interest and Political Participation	Asia	Rural	Tertiary	50071096
Q201	Political Interest and Political Participation	Asia	Rural	Tertiary	156072650
Q201	Political Interest and Political Participation	Asia	Rural	Lower Secondary	104070388
Q201	Political Interest and Political Participation	Asia	Rural	Lower Secondary	158070786
Q201	Political Interest and Political Participation	Asia	Rural	Lower Secondary	156072801
Q201	Political Interest and Political Participation	Asia	Rural	Lower Secondary	608070349
Q201	Political Interest and Political Participation	Asia	Rural	Lower Secondary	462070395
Q201	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	909070407
Q201	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	51070271
Q201	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	276070749
Q201	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	804070939
Q201	Political Interest and Political Participation	Europe	Urban	Upper to Post Secondary	826070705
Q201	Political Interest and Political Participation	Europe	Urban	Primary or No Education	196070157
Q201	Political Interest and Political Participation	Europe	Urban	Primary or No Education	196070012
Q201	Political Interest and Political Participation	Europe	Urban	Primary or No Education	688071066
Q201	Political Interest and Political Participation	Europe	Urban	Primary or No Education	300070978
Q201	Political Interest and Political Participation	Europe	Urban	Primary or No Education	300071005
Q201	Political Interest and Political Participation	Europe	Urban	Tertiary	528070686
Q201	Political Interest and Political Participation	Europe	Urban	Tertiary	643070678
Q201	Political Interest and Political Participation	Europe	Urban	Tertiary	826071549
Q201	Political Interest and Political Participation	Europe	Urban	Tertiary	826071068
Q201	Political Interest and Political Participation	Europe	Urban	Tertiary	276071486
Q201	Political Interest and Political Participation	Europe	Urban	Lower Secondary	688070036
Q201	Political Interest and Political Participation	Europe	Urban	Lower Secondary	826071047
Q201	Political Interest and Political Participation	Europe	Urban	Lower Secondary	20070334
Q201	Political Interest and Political Participation	Europe	Urban	Lower Secondary	826072344
Q201	Political Interest and Political Participation	Europe	Urban	Lower Secondary	826070214
Q201	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	643071615
Q201	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	51070183
Q201	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	528070642
Q201	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	642070005
Q201	Political Interest and Political Participation	Europe	Rural	Upper to Post Secondary	826070415
Q201	Political Interest and Political Participation	Europe	Rural	Primary or No Education	300070753
Q201	Political Interest and Political Participation	Europe	Rural	Primary or No Education	643071329
Q201	Political Interest and Political Participation	Europe	Rural	Primary or No Education	300071071
Q201	Political Interest and Political Participation	Europe	Rural	Primary or No Education	203071144
Q201	Political Interest and Political Participation	Europe	Rural	Primary or No Education	826070742
Q201	Political Interest and Political Participation	Europe	Rural	Tertiary	51070785
Q201	Political Interest and Political Participation	Europe	Rural	Tertiary	826070958
Q201	Political Interest and Political Participation	Europe	Rural	Tertiary	642071244
Q201	Political Interest and Political Participation	Europe	Rural	Tertiary	688070576
Q201	Political Interest and Political Participation	Europe	Rural	Tertiary	826071361
Q201	Political Interest and Political Participation	Europe	Rural	Lower Secondary	643071520
Q201	Political Interest and Political Participation	Europe	Rural	Lower Secondary	300070760
Q201	Political Interest and Political Participation	Europe	Rural	Lower Secondary	703070205
Q201	Political Interest and Political Participation	Europe	Rural	Lower Secondary	826070421
Q201	Political Interest and Political Participation	Europe	Rural	Lower Secondary	909070176
Q201	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	604070392
Q201	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	68071172
Q201	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	68070724
Q201	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	76070864
Q201	Political Interest and Political Participation	South America	Urban	Upper to Post Secondary	152070791
Q201	Political Interest and Political Participation	South America	Urban	Primary or No Education	76070318
Q201	Political Interest and Political Participation	South America	Urban	Primary or No Education	68070581
Q201	Political Interest and Political Participation	South America	Urban	Primary or No Education	170074331
Q201	Political Interest and Political Participation	South America	Urban	Primary or No Education	862071001
Q201	Political Interest and Political Participation	South America	Urban	Primary or No Education	32070370
Q201	Political Interest and Political Participation	South America	Urban	Tertiary	218070961
Q201	Political Interest and Political Participation	South America	Urban	Tertiary	604070911
Q201	Political Interest and Political Participation	South America	Urban	Tertiary	68071861
Q201	Political Interest and Political Participation	South America	Urban	Tertiary	218070996
Q201	Political Interest and Political Participation	South America	Urban	Tertiary	68071995
Q201	Political Interest and Political Participation	South America	Urban	Lower Secondary	862070728
Q201	Political Interest and Political Participation	South America	Urban	Lower Secondary	32070340
Q201	Political Interest and Political Participation	South America	Urban	Lower Secondary	76071248
Q201	Political Interest and Political Participation	South America	Urban	Lower Secondary	218070128
Q201	Political Interest and Political Participation	South America	Urban	Lower Secondary	68071606
Q201	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	68071696
Q201	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	76070907
Q201	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	76070388
Q201	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	152070921
Q201	Political Interest and Political Participation	South America	Rural	Upper to Post Secondary	604070597
Q201	Political Interest and Political Participation	South America	Rural	Primary or No Education	218070853
Q201	Political Interest and Political Participation	South America	Rural	Primary or No Education	604071291
Q201	Political Interest and Political Participation	South America	Rural	Primary or No Education	68070391
Q201	Political Interest and Political Participation	South America	Rural	Primary or No Education	76070188
Q201	Political Interest and Political Participation	South America	Rural	Primary or No Education	32070937
Q201	Political Interest and Political Participation	South America	Rural	Tertiary	68070117
Q201	Political Interest and Political Participation	South America	Rural	Tertiary	76070256
Q201	Political Interest and Political Participation	South America	Rural	Tertiary	218070082
Q201	Political Interest and Political Participation	South America	Rural	Tertiary	68070308
Q201	Political Interest and Political Participation	South America	Rural	Tertiary	68070806
Q201	Political Interest and Political Participation	South America	Rural	Lower Secondary	68070245
Q201	Political Interest and Political Participation	South America	Rural	Lower Secondary	170075521
Q201	Political Interest and Political Participation	South America	Rural	Lower Secondary	604071082
Q201	Political Interest and Political Participation	South America	Rural	Lower Secondary	68070861
Q201	Political Interest and Political Participation	South America	Rural	Lower Secondary	862070909
Q201	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	566070244
Q201	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	434070992
Q201	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	716070484
Q201	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	716070233
Q201	Political Interest and Political Participation	Africa	Urban	Upper to Post Secondary	404070901
Q201	Political Interest and Political Participation	Africa	Urban	Primary or No Education	404070878
Q201	Political Interest and Political Participation	Africa	Urban	Primary or No Education	566070595
Q201	Political Interest and Political Participation	Africa	Urban	Primary or No Education	404070053
Q201	Political Interest and Political Participation	Africa	Urban	Primary or No Education	504070722
Q201	Political Interest and Political Participation	Africa	Urban	Primary or No Education	788071128
Q201	Political Interest and Political Participation	Africa	Urban	Tertiary	788070418
Q201	Political Interest and Political Participation	Africa	Urban	Tertiary	434070576
Q201	Political Interest and Political Participation	Africa	Urban	Tertiary	434070470
Q201	Political Interest and Political Participation	Africa	Urban	Tertiary	434070762
Q201	Political Interest and Political Participation	Africa	Urban	Tertiary	818070384
Q201	Political Interest and Political Participation	Africa	Urban	Lower Secondary	566071170
Q201	Political Interest and Political Participation	Africa	Urban	Lower Secondary	566070659
Q201	Political Interest and Political Participation	Africa	Urban	Lower Secondary	404070723
